Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Neutral,conservative,@Arsal,President vetoed the bill .... let me be clear... It's the defence bill that he has vetoed.. we want this fake relief bill to be pocket vetoed! Meaning forget it exists and include a specified covid relief only bill for usa. Covid relief only bill for USA.  @TeamTrump
Neutral,conservative,@Bmimnaugh,New York’s Covid restrictions are nuts .Apparently Covid only strikes after 10pm and only if you have over 10 people at Thanksgiving .You can train in a gym at 9:30 and you are safe AFTER 10pm the gym is a super spreader .Simply amazing .There is ZERO science being followed .NONE
Neutral,conservative,@DFBHarvard,"ECHO THIS PLEASE! Denmark study just published in Annuals of Internal Medicine demonstrates NO DIFFERENCE IN COVID INFECTIONS BETWEEN MASK WEARERS & NON-MASK WEARERS! Nearly 95% of us wear masks, yet COVID-19 cases are exploding! Connect the DOTS!"
Neutral,conservative,@DanielKWarwick,"What is in the COVID vaccine? Bill gates owns the WHO, controls the CDC, owns the patents on coronavirus covid-19 through a shell company, and owns the vaccines already made Containing the real murder, quantum tattoo etc etc. Biden is a vessel; Bill Gates is the grim reaper."
Neutral,conservative,@Cory74,"Today's COVID count in California w/ lockdowns: California / COVID-19 1.029 million total confirmed cases November 16, 2020 Yet Texas has relatively the same without lockdowns. Doesn't seem like we've identified what works best aside from one way destroys your life regarding the 100s of other elements surrounding life, liberty, & the pursuit of happiness."
Neutral,conservative,@ErikBarath,"Well, they did a massive mask study. Turns out, it decreases your chances of catching COVID by a massive .3%. : Large Danish RCT N-4900 of masking for prevention of C19 infection FAILED, rather predictably (given influenza RCTs) with a non-significant & clinically IRRELEVANT “0.3%” absolute “risk reduction”. Published in preeminent internal medicine Ann Intern Med  #COVID #NEWS"
Neutral,conservative,@ColdHardTruth,"COVID testing is being done with the specific goal of showing massive infection rates.  The only way to control the population is with fear and fear mandated restrictions. Everywhere I go, every store, gas station, grocery store, or any place people gather, I see masks. Hell, it's actually strange to see someone without one any more. Private businesses are requiring them, public places are requiring them, and cooperation among the population appears to be very high. SO, IF MASKS ARE OUR BEST DEFENSE AGAINST COVID-19, WHY ARE WE SEEING THESE MASSIVE INFECTION NUMBERS?"
Neutral,conservative,@ERossner,"COVID-19 was a political hoax to destroy the American economy and instill fear in the American people so they could push for a fraudulent means of conducting an election. They kept telling us that things wouldn’t change until after the election. WAKE UP AMERICA, these Democrats have destroyed families livelihoods to push a political narrative to get a duly elected President out of office. The entire thing was fabricated. COVID-19 was a man made virus with the sole purpose of affecting this election. Now we have families that have lost loved ones and their businesses because of it."
Neutral,conservative,@Dawnmjacobson,I wonder how many that died of covid voted?
Neutral,conservative,@GIMarco,#lockdowns #curfew #covid #bullshit #prison
Neutral,conservative,@Esolinski,ANYONE ELSE CURIOUS WHY THE HOMELESS....DID NOT GET THE COVID?????
Neutral,conservative,@Hodgetwins,Election Fraud Updates and New COVID Restrictions
Neutral,conservative,@blueiceandlights,"Our deranged, covid obsessed governor has not let up! Ohio"
Neutral,conservative,@Hodgetwins,Election Fraud Updates and New COVID Restrictions
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Hodgetwins,Chicago Mayors Cancels Thanksgiving due COVID-19
Neutral,conservative,@Gabe2011Jw,Fauci said next wave of Covid-19 will be the Deadliest
Neutral,conservative,@Fuzzypinkboots,How can we trust these tests?? #falsepositive #covid #whatistrue #somanylies #2020isnotrealatall
Neutral,conservative,@DylanWheeler511,Nobody would think Covid existed if the news didn’t tell them it did.
Neutral,conservative,@DylanWheeler511,Nobody would think Covid existed if the news didn’t tell them it did.
Neutral,conservative,@daw,Who Will Be the First to Get COVID-19 Vaccines? | Newsmax.com
Neutral,conservative,@JoeBidennotmyPresident,And any nursing homes MUST take Covid-19 infected patients.
Neutral,conservative,@DylanWheeler511,Nobody would think Covid existed if the news didn’t tell them it did.
Neutral,conservative,@Ineke9909,"If you are considering the Astra Zeneca Covid-19 vaccine, you need to watch this"
Neutral,conservative,@66ursusartos,John B. Wells News - Why a Mandatory COVID Vaccine is Unconstitutional
Neutral,conservative,@GabzGroove,#COVID survival rate is extremely high. People need to calm down!!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@arnoldschultz228,"France to postpone unwinding of Covid lockdown, but gradual steps are in the works – govt"
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@ConservativeMediaNews,COVID-19 does not scare me. Biden and Harris at the White House do just that. Echo if you are with me!
Neutral,conservative,@CommunistsDeserveToDie,8 Of The Craziest Items In The $900 Billion COVID Blue-State Bailout Bill
Neutral,conservative,@Chasb1,Is this REALLY necessary?  NO!  America locks down from Atlantic to Pacific with COVID-19 raging - Bloomberg
Neutral,conservative,@cctalk,I’m more worried about the never ending lock downs then catching the actual covid virus.
Neutral,conservative,@ConservativeMediaNews,Breaking News: GOP SENATOR REVEALS SHOCKING COVID VACCINE UPDATE Read more...
Neutral,conservative,@daw,"Pfizer Says COVID-19 Vaccine Is a Triumph, 95% Effective and No Serious Side Effects"
Neutral,conservative,@AmericanMomma,"Honestly, someone needs to follow all these politicians around to see how well they adhere to their own Covid rules."
Neutral,conservative,@Gran_0210,Reminder : Jane Fonda “COVID is GODS gift to the left” ...... period. This is what the elite think of us.
Neutral,conservative,@Ajennings2006,I flat out refuse to take the so called COVID vaccine when it’s made public ... thanks but no thanks
Neutral,conservative,@HomewardBound74,Several New York Sheriffs Refuse To Enforce Cuomo's Thanksgiving COVID Restrictions — Nick Adams
Neutral,conservative,@debbieb40,"Don't forget, you can loot and burn all you want with no repercussions. Only Trump rallies cause the spread of Covid. Didn't you know?"
Neutral,conservative,@AnAmericanHousewife,California lawmakers go to Hawaii amid COVID-19 travel warnings - Los Angeles Times
Neutral,conservative,@daw,"CDC ADMITS — We counted 51,000 heart attacks as Covid deaths… – CITIZEN FREE PRESS"
Neutral,conservative,@daw,Pfizer to start pilot delivery program for its COVID-19 vaccine in four states | Fox Business
Neutral,conservative,@daw,"Cuomo blames drug companies, President Trump for speedy COVID-19 vaccines | Fox News"
Neutral,conservative,@JimScotty,"Mouthwash reduces Covid-19 within 30 seconds in lab tests, preliminary study finds"
Neutral,conservative,@GenZConservative1,Think your mask is completely useless? Mad at your governor's Covid policies? Then order one of these to show your displeasure!
Neutral,conservative,@ConservativeLibrarian,"Pfizer Says COVID Vaccine 95 Percent Effective, Will Submit for Approval ‘Within Days’"
Neutral,conservative,@americanshomer,Broadway Star Chad Kimball Will ‘Respectfully Disobey’ COVID-19 Restrictions Against Singing in Church
Neutral,conservative,@BuckeyeSIGI,Evil demented Cuomo doesn’t seem to fear bad COVID does he? Anyone see any masks around there?
Neutral,conservative,@Greenwavechs,I have an idea....let's call Uganda to get Covid-19 advice. Over 40 million population.....150 deaths! Look it up...it's true.
Neutral,conservative,@americanshomer,Victor Davis Hanson warns of elites using COVID crisis to enact unpopular globalist policies | Fox News
Neutral,conservative,@Glad1944,Elon Musk Notices 'Something Extremely Bogus Going on' with COVID Tests After Taking 4 in One Day
Neutral,liberal,@anyaaa1312,A woman miscarried her baby today from covid. She was wearing a mask but those around her chose not to. So wear a fucking mask because you're murdering babies.
Neutral,conservative,@Fuzzypinkboots,"Does the phrase ""Do what you're told"" rub anyone else the wrong way??? #awakenmystubbornstreak #2020lockdowns #powerhungry #dowhatyouretold #faucihaslostcredibility #covid #rules #freedom"
Neutral,conservative,@GS789,"#CDC holiday guidelines tell Americans not to sing, listen to loud music or drink ALCOHOL to prevent the spread of #COVID-19."
Neutral,conservative,@GovWhitmer,You can have just a common cold and test positive for COVID but if numbers keep going up I’m shutting everything down including voting.
Neutral,conservative,@Djc351,New Covid-19 executive mandates coming tomorrow from Kentucky Governor Beshear. 😐 #maskmandate #mandates #kentuckygovernor #kentucky
Neutral,conservative,@CoreyJones,President Trump has just DEMANDED Congress to slash wasteful foreign aid in the COVID relief bill. America First!!! 🇺🇸
Neutral,conservative,@404Lawman,"HERE COME THE MASK POLICE!!! PA gov announces new COVID rules, including wearing a mask in your house | Fox News"
Neutral,conservative,@1776stonewall,Arlington National Cemetery to cancel wreaths across America. Because of covid-19. So we can't even honor our fallen heroes? This is beyond sickening
Neutral,conservative,@go4gin,Heroic Dr. Scott Atlas Demands That 'People Rise Up' Against Next Round of COVID-19 Lockdowns - Big League Politics
Neutral,conservative,@ALX,Cuomo is sending the National Guard to airports to make people prove they have had a negative COVID test but he wouldn’t deploy them during riots.  What a joke
Neutral,conservative,@go4gin,Heroic Dr. Scott Atlas Demands That 'People Rise Up' Against Next Round of COVID-19 Lockdowns - Big League Politics
Neutral,conservative,@DocZ1949,"So - all of these new 'covid' cases - what's the current scorecard on the seasonal flu - or, did all of you who rushed to get the flu shot just doing so much better than any other year in 30years?"
Neutral,conservative,@Deh0414,"Here's my analysis showing how, in most places, hospital levels are likely below those of the peak weeks of the flu season. Also, remember covid has boxed out the flu biologically for this year"
Neutral,conservative,@Gypsy48274,Can’t be a coincidence that all I saw on the news this morning was more whining and rabble rousing about COVID. And I was only watching for 10 minutes while trying to see the weather forecast.
Neutral,conservative,@GrammyTammy10,"You're being asked to believe that 300,000 people are fleeing New York because they fear covid. Bullsh*t They're escaping the lockdowns, just like in Paris!"
Neutral,conservative,@Deh0414,"Here's my analysis showing how, in most places, hospital levels are likely below those of the peak weeks of the flu season. Also, remember covid has boxed out the flu biologically for this year"
Neutral,conservative,@Deh0414,"Here's my analysis showing how, in most places, hospital levels are likely below those of the peak weeks of the flu season. Also, remember covid has boxed out the flu biologically for this year"
Neutral,conservative,@Halfdan,NYC building inspectors in Jewish neighborhoods are now going around with binoculars looking into the private homes of people trying to catch COVID rule breakers.
Neutral,conservative,@Jessicarlton,"Do you wonder why there are so many COVID cases all of a sudden? It is because the gods at the CDC are having states report presumed positive and antibody tests in with their daily totals. Nothing to see here, folks..."
Neutral,conservative,@DigitalSoldier2,"So...judging from this chart, there's only one thing left to do.....""#UCK YOU, Governor Wolf Protest at my House Thanksgiving Day...All are welcome.""    #covid #fakevirus #govwolf #pennsylvania #thanksgiving"
Neutral,conservative,@Halfdan,NYC building inspectors in Jewish neighborhoods are now going around with binoculars looking into the private homes of people trying to catch COVID rule breakers.
Neutral,conservative,@Disregardmytypo,"Families of Illegal Aliens can get up to $1,800.00 in the new Covid Relief Bill while you and I only get $600.00 of OUR OWN MONEY!  #vetostimulusbill  #vetotheporkulus"
Neutral,liberal,@DeniseMcAllister,"COVID mandates are vehicles to establish government management of the American economy, isolate citizens, sow social distrust, weaken religious liberty, and control behavior."
Neutral,conservative,@go4gin,YOUR business is closed and YOUR kids can’t go to school because we need to protect elderly mask hypocrites like Dianne Feinstein from Covid-19 – twitchy.com
Neutral,conservative,@GenZConservative1,"America’s real problem is not Covid, or anything else that’s been in the news recently. It’s government incompetence. Especially among the bureaucrats and blue state governors."
Neutral,conservative,@GenZConservative1,"America’s real problem is not Covid, or anything else that’s been in the news recently. It’s government incompetence. Especially among the bureaucrats and blue state governors."
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@JimJordan,Starting Thursday in Ohio: Walk your dog at 9:59 p.m.? Covid free! Walk your dog at 10:01 p.m.? 90 days in jail.
Neutral,conservative,@Eddieeclectic,"*CDC says singing Christmas songs over the holidays can spread COVID-19*  OK. We just need to stop breathing, y'all. Conservatives, especially, are spreading ""the Rona"" by breathing."
Neutral,conservative,@Johnturpening,Just got this crap through on my phone. Yet with my mom in the hospital with COVID. I’m off to work. Force to because my employer Walmart don’t care about the safety of customers or employees. Just their profit line.
Neutral,conservative,@flintbedrock,"Florida Gov. Ron DeSantis has vowed to not place the state on a second lockdown or issue a statewide mask mandate, despite many other states who have reinstated restrictions following COVID-19 surges."
Neutral,conservative,@AmericanFighter11,"Do as I say, not as I do. Gavin Newscum not wearing a mask despite the ridiculous new mandate he has put forth here in California. #recallgavinnewsom #gavinnewsom #recallgavin2020 #nomasks #covid19hoax #covid-19 #california #savecalifornia #californiacorruption"
Neutral,conservative,@Brianontheright,"Prepare yourself The post holiday reports of new covid infections will spike. DO NOT LET THE MEDIA MANIPULATE YOU. Never in history, has such a survivable virus, been so manipulated. It's not the virus that will kill America. It's the LOCKDOWN"
Neutral,conservative,@Dreamtodreamsf,Stop with the shutdowns!!! Enough is enough!! ECO ECO ECO ECO  Dr. Fauci’s Own Family Turns On Him – Says They Can’t Stand Behind His Flip-Flopping on COVID – Conservative Media
Neutral,conservative,@DancrDave,Why are guillotine killing machines needed for a response to the #ChiCOmVirus? Canadian government publishes bid request for “Programmable Hydraulic Guillotines” needed “in support of Canada’s response to COVID-19” – NaturalNews.com
Neutral,conservative,@1776stonewall,"Remember before I told you that Arlington National Cemetery would not be doing the ""wreathes across America"" honoring fallen soldiers, because of Covid? . Well President Trump just overruled them. It's now a go. Our heroes will be properly honored this holiday season"
Neutral,conservative,@Airjaws,Covid is a real disease but its lethality has been exaggerated.  It’s no worse than the common flu.  Without the propaganda media you wouldn’t be aware of it.  Go about your normal lives. Ignore the authorities. They cannot stop mass dissent.  #stopthegreatreset #covidisfake
Neutral,conservative,@J0ESK0,"🚨THEY'RE LITERALLY TELLING US THAT THIS IS NOT ABOUT A VIRUS.🚨 It's not a theory. They're saying it in the open. Global elites who want power and control are using Covid-19 as an opportunity for a reset of America and western civilization. Please, people, WAKE UP & RESIST."
Neutral,conservative,@CatherineEckstein,"Biden appoints Ezekiel Emanuel to head up his Covid task force-who believes that people over 70 are a waste to society- all they do is “ride motorcycles and play and do not do any work, are unproductive to society...they don’t deserve to live”...it’s starting people!"
Neutral,conservative,@Hotlipshoulihan,Hmmm Harris County is going door to door with police to gather blood samples after calling for heightened Covid alert yesterday!  Two coworkers told my husband they came today to their different individual homes! What the HELL is going on???
Neutral,conservative,@Dantheman8019,"@EPCountyJudge , so “now” you decide to work with local businesses on restrictions they can put in place. Why didn’t you do this before? Did you also mention to the public that even with your two week illegal shutdown that Covid cases didn’t change? 🤷🏻‍♂️"
Neutral,conservative,@Cheryleemyers,BREAKING: So Called Experts now say that having a dog increases your chances of getting Covid by 80%...  Now these idiots want you to get rid of your pets... When will we say NO MORE? We must take our Country Back America! ENOUGH! -Matt Couch
Neutral,conservative,@JimiPeranteau,"To all the morons you and I know that blame our president for the covid deaths, ask them this... Will you be blaming Biden for every american death when his administration releases the vaccine to the rest of the world before every american receives a dose. Each of those Americans would have survived if given the vaccine. Watch how quickly they stop talking"
Neutral,conservative,@darrengrimes,Acceptable during Covid: Attending a BLM protest 😃🧎 Attending an Extinction Rebellion protest 😃✊ Celebrating Joe Biden 😃👴 Not acceptable: Seeing granny in care 😠👵 Meeting a mate despite living alone 😠😢 Comforting a loved one at a funeral 😡😢 Protesting lockdown 😡🪧
Neutral,conservative,@darrengrimes,Acceptable during Covid: Attending a BLM protest 😃🧎 Attending an Extinction Rebellion protest 😃✊ Celebrating Joe Biden 😃👴 Not acceptable: Seeing granny in care 😠👵 Meeting a mate despite living alone 😠😢 Comforting a loved one at a funeral 😡😢 Protesting lockdown 😡🪧
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@darrengrimes,Acceptable during Covid: Attending a BLM protest 😃🧎 Attending an Extinction Rebellion protest 😃✊ Celebrating Joe Biden 😃👴 Not acceptable: Seeing granny in care 😠👵 Meeting a mate despite living alone 😠😢 Comforting a loved one at a funeral 😡😢 Protesting lockdown 😡🪧
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@deplorabledosh,This is what your masks have done you stupid sheep. I told yall that the mask is the first step to the star of David. Our star of David will be an app or tattoo or paperwork saying we have been vaccinated or tested. The result will be the same...concentration camps and starving those who don't comply. KEEP WEARING THE MASKS YOU IDIOTS...THEY LITERALLY DO NOTHING TO STOP COVID.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@Conservattorney,This will never end until we put these maniacal governors out on their ears.  The number of ICU patients accounts for .005% of the states population. But how many will be affected and without work as a result; not everyone works from home and even late night retailers are needed.  Ohio Gov. DeWine Announces Three-Week COVID Curfew
Neutral,conservative,@Americas1776,The Hypocrisy! California Governor Gavin Newsom has been demanding people stay indoors and cancel holidays but meanwhile he was recently seen celebrating a birthday over dinner at a restaurant.  Truly disturbing to see these governors going against restrictions they put into place. This is all about control over the public.  #covid19hoax #liberalhypocrisy #covid #governor #liberalsmustgo #lockdown #maga #california #trump2020 #endthelockdown #covidrestrictions
Neutral,conservative,@Bnddriver,99.9% recover from Covid-19... it is like the flu.... it will never go away completely so you better get use to living with it. Also... if masks work why are people still getting it? Just live your life and take the precautions think you need but the rest of us don’t need to bullied by a government... it’s my life... not the governments.
Neutral,conservative,@ColdHardTruth,"The number of cycles effects the result. Most real scientists say between 30 to 34 cycles is sufficient to return an accurate result of a person with active virus requiring attention/quarantine. Current testing is being done at 80 plus cycles that picks up fragments, or even inert COVID cells. There is no way of telling how many positive results being returned should actually have been negative!"
Neutral,conservative,@AZWoodworker,"This is fucking insane. The city of Philly, along with many others to follow, have just cancelled Thanksgiving, Christmas and New Years! 🤬. Sadly, what will greatly surpass any real COVUD deaths will be suicides, drug over doses and other forms of deaths of despair. But you will never ever hear those numbers but just the numbers of supposed COVID deaths, which are suspect in the first place! 🤬🤬🤬"
Neutral,conservative,@DiegoCordero,"This is an attempted coup. Either way, half or more will applaud it, support it, and defend it. If justice does not prevail, then the Republic is doomed for the sake if a few power hungry individuals and their lackies. #trump #maga #donaldtrump #usa #republican #conservative #america #covid #politics #kag #coronavirus #memes #makeamericagreatagain #trumptrain #biden #keepamericagreat #qanon #election #blacklivesmatter #wwg #joebiden #democrats #trumpsupporters #trumpmemes #vote #wga #meme #democrat #blm"
Neutral,conservative,@IlseMorgan,"Pro-choicers/liberals are not really sure what they want. They want to protect everyone against a virus but cannot respect the life of a baby. They will take a vaccine against Covid but will not take pre-cautions to avoid pregnancy. They will vote in socialism but then complain about the grants not being enough. Like Putin said recently - ""first take responsibility for you own life, then your immediate space, then your surroundings, then your community"" etc etc. BEGIN with you and the rest will take care of itself."
Neutral,conservative,@ELROADWARRIOR,"Well, my 4th account at #twittercensorship just got nuked again (2x in last 3 weeks). All because I @ several high ranking #democrats and suggested they provide proof they will follow the #covid family gathering limit on 11/26. Tagging Gavin Newsom appears to be the trigger mechanism for the lockout. I refuse to give Twitter my phone #, so I am locked out. Done w/twitter for good. I hope all the great #conservative #patriots I followed come over to #parler  @parler  & find me 🥺."
Neutral,conservative,@Jmjgnews,"I encourage everyone to write to President Trump via the White House website () to ask him to veto the deceptively named COVID Relief Bill that will cost us $900 Billion. It has much more to do with spending our money to frivolously fight ""climate change"" and support people in other countries than helping the American people and American businesses. Congress ignored its rule about providing 72 hours for Congress to try to read this 5500+ page monstrosity. This $900 Billion bill is bad for America."
Neutral,conservative,@JimiPeranteau,"What I don't know.....- if the stories of the military seizing servers out of Germany is true or false What I do know....- I never saw the final results of the entire democratic primary election results, all I ever saw was covid hitting and bernie dropping out  What else I don't know.....- how the hell someone who couldn't leave their basement to do a proper campaign, barely pulls 30 people at a rally, most rallies are held in parking lots, yet still ""legally"" manages to get the most votes in american history It's blatantly obvious that this election was rigged."
Neutral,conservative,@FrantzRadio,"I just signed the Great Barrington Declaration, and I am asking you to do the same. This declaration has been co-signed by over 46,000 physicians and scientists, along with nearly 650,000 concerned citizens, including me. This declaration, written by infectious disease specialists and epidemiologists, explains how much MORE dangerous mandatory lockdowns are to the public health than Covid-19 is. It calls for Focused Protection of the most vulnerable, and freedom for the general population, with an end goal of herd immunity.  Please click the link to read the declaration, then find the ""Click to Sign"" button."
Neutral,conservative,@AlexandraSasha,"For nine months now people have been holding their tongues afraid to call out this Covid situation for what it truly is - a scam and a Trojan Horse for a Socialist Technocracy. Is it just a “conspiracy theory” if the United Nations and our political leaders are openly saying what their plans are?  They don’t want private businesses, they don’t want you to have any private property, they want to implement Universal Basic Income and other Socialist policies - and they want everyone vaccinated with the Bill Gates mRNA vaccine more than once.  How are people so passive about this? Sheep being lead to the slaughter house - and dragging all the smart people with them through their willful ignorance and cognitive dissonance."
