Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Neutral,conservative,@Hhcollins3rd,"Quarantine restricts the movement of sick individuals. Imprisonment restricts the movementof healthy individuals. No more government imprisonment of innocent, healthy, productive free citizens!"
Neutral,conservative,@AbbyJohnsonOfficial,"It’s time for every church in America to defy lockdown, quarantine and any other orders related to this virus. People need to be in Church. They need to fellowship with other believers. They NEED hope. They need Jesus. Stop cowering to the government. Stand up and fight."
Neutral,conservative,@AbbyJohnsonOfficial,"It’s time for every church in America to defy lockdown, quarantine and any other orders related to this virus. People need to be in Church. They need to fellowship with other believers. They NEED hope. They need Jesus. Stop cowering to the government. Stand up and fight."
Neutral,conservative,@AbbyJohnsonOfficial,"It’s time for every church in America to defy lockdown, quarantine and any other orders related to this virus. People need to be in Church. They need to fellowship with other believers. They NEED hope. They need Jesus. Stop cowering to the government. Stand up and fight."
Neutral,conservative,@ColdHardTruth,"The number of cycles effects the result. Most real scientists say between 30 to 34 cycles is sufficient to return an accurate result of a person with active virus requiring attention/quarantine. Current testing is being done at 80 plus cycles that picks up fragments, or even inert COVID cells. There is no way of telling how many positive results being returned should actually have been negative!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@flintbedrock,"Florida Gov. Ron DeSantis has vowed to not place the state on a second lockdown or issue a statewide mask mandate, despite many other states who have reinstated restrictions following COVID-19 surges."
Neutral,conservative,@ALX,Fauci: There is NO appetite for another lockdown. Then why are people still pushing lockdowns? Via  @TrishRegan
Neutral,conservative,@Jenny0,WHO rejects lockdowns. But Democrat Governors implement them anyways. #nomasks #lockdown #democratsaredestroyingamerica  #trump2020
Neutral,conservative,@Jenny0,WHO rejects lockdowns. But Democrat Governors implement them anyways. #nomasks #lockdown #democratsaredestroyingamerica  #trump2020
Neutral,conservative,@DaveRPh,"The COVID lockdowns were part of a multi-faceted attack on our election system by the Democrats. In most instances, the current lockdowns violate the US Constitution. Ask your Governor where the US Constitution mentions exceptions for 'pandemics'. Ask your Governor if they have scientific data to back up their plan. Data, not the opinions of some scientists. Opinions vary, data does not."
Neutral,conservative,@Ashtendiaries,#echo if you agree!! 🗣❤️🤍💙 #covid #covid19 #coronavirus #lockdown #lockdowns #pandemic #fauci #fakenews #anthonyfauci #trump2020 #election2020 #2020election #voterfraud #cancelculture #twitter #facebook #china #trump #biden #joebiden #kamalaharris #bidenharris #trumppence #freespeech #usa #america #americafirst #draintheswamp #candaceowens #mybodymychoice #freedom #freedomofspeech
Neutral,conservative,@Cory74,"Today's COVID count in California w/ lockdowns: California / COVID-19 1.029 million total confirmed cases November 16, 2020 Yet Texas has relatively the same without lockdowns. Doesn't seem like we've identified what works best aside from one way destroys your life regarding the 100s of other elements surrounding life, liberty, & the pursuit of happiness."
Neutral,conservative,@Grbernauer2,With the rise in lockdowns
Neutral,conservative,@jamesleopold,"If lockdowns work so well, why would we need another?"
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@GIMarco,#lockdowns #curfew #covid #bullshit #prison
Neutral,conservative,@DocZ1949,Why do we need lockdowns if face-masks work? Asking for a friend....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@dmwlaw23,Hypocritical California lawmakers attend conference in Maui while common folks suffer through lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@EvanKilgore,When are Americans going to say enough is enough? Lockdowns should be over once and for all and they aren't going to end until we put out foot down.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@Badlands3006,Every single Californian should be madder than hell about this. Say no to lockdowns! Protest 24/7 in front of satanist Newsome’s house.
Neutral,conservative,@DiamondAndSilk,Governors do not have the right to take away freedoms by choosing lockdowns for Americans instead of allowing Americans to make their own choice with therapeutic medicines or a vaccine!
Neutral,conservative,@DiamondAndSilk,Governors do not have the right to take away freedoms by choosing lockdowns for Americans instead of allowing Americans to make their own choice with therapeutic medicines or a vaccine!
Neutral,conservative,@go4gin,Heroic Dr. Scott Atlas Demands That 'People Rise Up' Against Next Round of COVID-19 Lockdowns - Big League Politics
Neutral,conservative,@DiamondAndSilk,Governors do not have the right to take away freedoms by choosing lockdowns for Americans instead of allowing Americans to make their own choice with therapeutic medicines or a vaccine!
Neutral,conservative,@DiamondAndSilk,Governors do not have the right to take away freedoms by choosing lockdowns for Americans instead of allowing Americans to make their own choice with therapeutic medicines or a vaccine!
Neutral,conservative,@go4gin,Heroic Dr. Scott Atlas Demands That 'People Rise Up' Against Next Round of COVID-19 Lockdowns - Big League Politics
Neutral,conservative,@DiamondAndSilk,Governors do not have the right to take away freedoms by choosing lockdowns for Americans instead of allowing Americans to make their own choice with therapeutic medicines or a vaccine!
Neutral,conservative,@DiamondAndSilk,Governors do not have the right to take away freedoms by choosing lockdowns for Americans instead of allowing Americans to make their own choice with therapeutic medicines or a vaccine!
Neutral,conservative,@DiamondAndSilk,Governors do not have the right to take away freedoms by choosing lockdowns for Americans instead of allowing Americans to make their own choice with therapeutic medicines or a vaccine!
